ID,Category,Series,Model,Name,Tsubaki_Code,Spec_pitch_mm,Spec_pitch_inch,Spec_strands,Spec_tensile_strength_kn,Spec_allowable_load_kn,Spec_weight_kg_per_m,Spec_material,Spec_temperature_range,Spec_surface_treatment,Features,Applications,Spec_lubrication,Spec_corrosion_resistance,Spec_strength_improvement,Spec_compatible_chain,Spec_tooth_count,Spec_pitch_diameter_mm,Spec_outside_diameter_mm,Spec_hub_type,Spec_hub_name,Spec_max_bore_mm,Spec_hardness,Spec_width_mm,Spec_roller_type,Spec_max_allowable_load_kn,Spec_tooth_profile,Spec_cord,Spec_max_speed_mps,Spec_reduction_ratio,Spec_input_power_kw,Spec_output_torque_nm,Spec_backlash_arcmin,Spec_efficiency_percent,Spec_rated_torque_nm,Spec_bore_range_mm,Spec_coupling_type,Spec_max_rpm,Spec_thrust_kn,Spec_stroke_mm,Spec_speed_mm_per_min,Spec_positioning_accuracy,Spec_height_mm,Spec_bend_radius_mm,Spec_material_name
TSK_9763,Sprocket,ANSI #180,SP180-78T-C-SUS304,#180 Chain Sprocket 78T Type C SUS304,SP180-78T-C-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,78.0,1418.93,1454.65,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9764,Sprocket,ANSI #180,SP180-78T-C-HRC45,#180 Chain Sprocket 78T Type C HRC45,SP180-78T-C-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,78.0,1418.93,1454.65,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9765,Sprocket,ANSI #180,SP180-79T-A-S45C,#180 Chain Sprocket 79T Type A S45C,SP180-79T-A-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,79.0,1437.12,1472.84,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9766,Sprocket,ANSI #180,SP180-79T-A-SUS304,#180 Chain Sprocket 79T Type A SUS304,SP180-79T-A-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,79.0,1437.12,1472.84,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9767,Sprocket,ANSI #180,SP180-79T-A-HRC45,#180 Chain Sprocket 79T Type A HRC45,SP180-79T-A-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,79.0,1437.12,1472.84,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9768,Sprocket,ANSI #180,SP180-79T-B-S45C,#180 Chain Sprocket 79T Type B S45C,SP180-79T-B-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,79.0,1437.12,1472.84,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9769,Sprocket,ANSI #180,SP180-79T-B-SUS304,#180 Chain Sprocket 79T Type B SUS304,SP180-79T-B-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,79.0,1437.12,1472.84,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9770,Sprocket,ANSI #180,SP180-79T-B-HRC45,#180 Chain Sprocket 79T Type B HRC45,SP180-79T-B-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,79.0,1437.12,1472.84,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9771,Sprocket,ANSI #180,SP180-79T-C-S45C,#180 Chain Sprocket 79T Type C S45C,SP180-79T-C-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,79.0,1437.12,1472.84,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9772,Sprocket,ANSI #180,SP180-79T-C-SUS304,#180 Chain Sprocket 79T Type C SUS304,SP180-79T-C-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,79.0,1437.12,1472.84,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9773,Sprocket,ANSI #180,SP180-79T-C-HRC45,#180 Chain Sprocket 79T Type C HRC45,SP180-79T-C-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,79.0,1437.12,1472.84,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9774,Sprocket,ANSI #180,SP180-80T-A-S45C,#180 Chain Sprocket 80T Type A S45C,SP180-80T-A-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,80.0,1455.31,1491.03,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9775,Sprocket,ANSI #180,SP180-80T-A-SUS304,#180 Chain Sprocket 80T Type A SUS304,SP180-80T-A-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,80.0,1455.31,1491.03,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9776,Sprocket,ANSI #180,SP180-80T-A-HRC45,#180 Chain Sprocket 80T Type A HRC45,SP180-80T-A-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,80.0,1455.31,1491.03,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9777,Sprocket,ANSI #180,SP180-80T-B-S45C,#180 Chain Sprocket 80T Type B S45C,SP180-80T-B-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,80.0,1455.31,1491.03,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9778,Sprocket,ANSI #180,SP180-80T-B-SUS304,#180 Chain Sprocket 80T Type B SUS304,SP180-80T-B-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,80.0,1455.31,1491.03,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9779,Sprocket,ANSI #180,SP180-80T-B-HRC45,#180 Chain Sprocket 80T Type B HRC45,SP180-80T-B-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,80.0,1455.31,1491.03,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9780,Sprocket,ANSI #180,SP180-80T-C-S45C,#180 Chain Sprocket 80T Type C S45C,SP180-80T-C-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,80.0,1455.31,1491.03,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9781,Sprocket,ANSI #180,SP180-80T-C-SUS304,#180 Chain Sprocket 80T Type C SUS304,SP180-80T-C-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,80.0,1455.31,1491.03,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9782,Sprocket,ANSI #180,SP180-80T-C-HRC45,#180 Chain Sprocket 80T Type C HRC45,SP180-80T-C-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,80.0,1455.31,1491.03,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9783,Sprocket,ANSI #180,SP180-81T-A-S45C,#180 Chain Sprocket 81T Type A S45C,SP180-81T-A-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,81.0,1473.51,1509.22,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9784,Sprocket,ANSI #180,SP180-81T-A-SUS304,#180 Chain Sprocket 81T Type A SUS304,SP180-81T-A-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,81.0,1473.51,1509.22,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9785,Sprocket,ANSI #180,SP180-81T-A-HRC45,#180 Chain Sprocket 81T Type A HRC45,SP180-81T-A-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,81.0,1473.51,1509.22,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9786,Sprocket,ANSI #180,SP180-81T-B-S45C,#180 Chain Sprocket 81T Type B S45C,SP180-81T-B-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,81.0,1473.51,1509.22,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9787,Sprocket,ANSI #180,SP180-81T-B-SUS304,#180 Chain Sprocket 81T Type B SUS304,SP180-81T-B-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,81.0,1473.51,1509.22,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9788,Sprocket,ANSI #180,SP180-81T-B-HRC45,#180 Chain Sprocket 81T Type B HRC45,SP180-81T-B-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,81.0,1473.51,1509.22,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9789,Sprocket,ANSI #180,SP180-81T-C-S45C,#180 Chain Sprocket 81T Type C S45C,SP180-81T-C-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,81.0,1473.51,1509.22,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9790,Sprocket,ANSI #180,SP180-81T-C-SUS304,#180 Chain Sprocket 81T Type C SUS304,SP180-81T-C-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,81.0,1473.51,1509.22,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9791,Sprocket,ANSI #180,SP180-81T-C-HRC45,#180 Chain Sprocket 81T Type C HRC45,SP180-81T-C-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,81.0,1473.51,1509.22,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9792,Sprocket,ANSI #180,SP180-82T-A-S45C,#180 Chain Sprocket 82T Type A S45C,SP180-82T-A-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,82.0,1491.7,1527.42,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9793,Sprocket,ANSI #180,SP180-82T-A-SUS304,#180 Chain Sprocket 82T Type A SUS304,SP180-82T-A-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,82.0,1491.7,1527.42,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9794,Sprocket,ANSI #180,SP180-82T-A-HRC45,#180 Chain Sprocket 82T Type A HRC45,SP180-82T-A-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,82.0,1491.7,1527.42,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9795,Sprocket,ANSI #180,SP180-82T-B-S45C,#180 Chain Sprocket 82T Type B S45C,SP180-82T-B-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,82.0,1491.7,1527.42,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9796,Sprocket,ANSI #180,SP180-82T-B-SUS304,#180 Chain Sprocket 82T Type B SUS304,SP180-82T-B-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,82.0,1491.7,1527.42,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9797,Sprocket,ANSI #180,SP180-82T-B-HRC45,#180 Chain Sprocket 82T Type B HRC45,SP180-82T-B-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,82.0,1491.7,1527.42,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9798,Sprocket,ANSI #180,SP180-82T-C-S45C,#180 Chain Sprocket 82T Type C S45C,SP180-82T-C-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,82.0,1491.7,1527.42,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9799,Sprocket,ANSI #180,SP180-82T-C-SUS304,#180 Chain Sprocket 82T Type C SUS304,SP180-82T-C-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,82.0,1491.7,1527.42,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9800,Sprocket,ANSI #180,SP180-82T-C-HRC45,#180 Chain Sprocket 82T Type C HRC45,SP180-82T-C-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,82.0,1491.7,1527.42,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9801,Sprocket,ANSI #180,SP180-83T-A-S45C,#180 Chain Sprocket 83T Type A S45C,SP180-83T-A-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,83.0,1509.89,1545.61,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9802,Sprocket,ANSI #180,SP180-83T-A-SUS304,#180 Chain Sprocket 83T Type A SUS304,SP180-83T-A-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,83.0,1509.89,1545.61,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9803,Sprocket,ANSI #180,SP180-83T-A-HRC45,#180 Chain Sprocket 83T Type A HRC45,SP180-83T-A-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,83.0,1509.89,1545.61,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9804,Sprocket,ANSI #180,SP180-83T-B-S45C,#180 Chain Sprocket 83T Type B S45C,SP180-83T-B-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,83.0,1509.89,1545.61,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9805,Sprocket,ANSI #180,SP180-83T-B-SUS304,#180 Chain Sprocket 83T Type B SUS304,SP180-83T-B-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,83.0,1509.89,1545.61,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9806,Sprocket,ANSI #180,SP180-83T-B-HRC45,#180 Chain Sprocket 83T Type B HRC45,SP180-83T-B-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,83.0,1509.89,1545.61,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9807,Sprocket,ANSI #180,SP180-83T-C-S45C,#180 Chain Sprocket 83T Type C S45C,SP180-83T-C-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,83.0,1509.89,1545.61,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9808,Sprocket,ANSI #180,SP180-83T-C-SUS304,#180 Chain Sprocket 83T Type C SUS304,SP180-83T-C-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,83.0,1509.89,1545.61,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9809,Sprocket,ANSI #180,SP180-83T-C-HRC45,#180 Chain Sprocket 83T Type C HRC45,SP180-83T-C-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,83.0,1509.89,1545.61,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9810,Sprocket,ANSI #180,SP180-84T-A-S45C,#180 Chain Sprocket 84T Type A S45C,SP180-84T-A-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,84.0,1528.08,1563.8,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9811,Sprocket,ANSI #180,SP180-84T-A-SUS304,#180 Chain Sprocket 84T Type A SUS304,SP180-84T-A-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,84.0,1528.08,1563.8,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9812,Sprocket,ANSI #180,SP180-84T-A-HRC45,#180 Chain Sprocket 84T Type A HRC45,SP180-84T-A-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,84.0,1528.08,1563.8,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9813,Sprocket,ANSI #180,SP180-84T-B-S45C,#180 Chain Sprocket 84T Type B S45C,SP180-84T-B-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,84.0,1528.08,1563.8,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9814,Sprocket,ANSI #180,SP180-84T-B-SUS304,#180 Chain Sprocket 84T Type B SUS304,SP180-84T-B-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,84.0,1528.08,1563.8,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9815,Sprocket,ANSI #180,SP180-84T-B-HRC45,#180 Chain Sprocket 84T Type B HRC45,SP180-84T-B-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,84.0,1528.08,1563.8,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9816,Sprocket,ANSI #180,SP180-84T-C-S45C,#180 Chain Sprocket 84T Type C S45C,SP180-84T-C-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,84.0,1528.08,1563.8,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9817,Sprocket,ANSI #180,SP180-84T-C-SUS304,#180 Chain Sprocket 84T Type C SUS304,SP180-84T-C-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,84.0,1528.08,1563.8,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9818,Sprocket,ANSI #180,SP180-84T-C-HRC45,#180 Chain Sprocket 84T Type C HRC45,SP180-84T-C-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,84.0,1528.08,1563.8,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9819,Sprocket,ANSI #180,SP180-85T-A-S45C,#180 Chain Sprocket 85T Type A S45C,SP180-85T-A-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,85.0,1546.27,1581.99,A,Plain Bore,100.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9820,Sprocket,ANSI #180,SP180-85T-A-SUS304,#180 Chain Sprocket 85T Type A SUS304,SP180-85T-A-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,85.0,1546.27,1581.99,A,Plain Bore,100.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9821,Sprocket,ANSI #180,SP180-85T-A-HRC45,#180 Chain Sprocket 85T Type A HRC45,SP180-85T-A-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,85.0,1546.27,1581.99,A,Plain Bore,100.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9822,Sprocket,ANSI #180,SP180-85T-B-S45C,#180 Chain Sprocket 85T Type B S45C,SP180-85T-B-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,85.0,1546.27,1581.99,B,Finished Bore,150.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9823,Sprocket,ANSI #180,SP180-85T-B-SUS304,#180 Chain Sprocket 85T Type B SUS304,SP180-85T-B-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,85.0,1546.27,1581.99,B,Finished Bore,150.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9824,Sprocket,ANSI #180,SP180-85T-B-HRC45,#180 Chain Sprocket 85T Type B HRC45,SP180-85T-B-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,85.0,1546.27,1581.99,B,Finished Bore,150.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
TSK_9825,Sprocket,ANSI #180,SP180-85T-C-S45C,#180 Chain Sprocket 85T Type C S45C,SP180-85T-C-S45C,57.15,,,,,,S45C,-20°C to 120°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,85.0,1546.27,1581.99,C,Taper Lock,200.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,Carbon Steel
TSK_9826,Sprocket,ANSI #180,SP180-85T-C-SUS304,#180 Chain Sprocket 85T Type C SUS304,SP180-85T-C-SUS304,57.15,,,,,,SUS304,-200°C to 400°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,85.0,1546.27,1581.99,C,Taper Lock,200.0,HRC20-30,,,,,,,,,,,,,,,,,,,,,,Stainless Steel
TSK_9827,Sprocket,ANSI #180,SP180-85T-C-HRC45,#180 Chain Sprocket 85T Type C HRC45,SP180-85T-C-HRC45,57.15,,,,,,HRC45,-20°C to 150°C,,"Precision Machined, ANSI Standard, High Quality","Power Transmission, Conveyor Systems, Industrial Drives",,,,#180,85.0,1546.27,1581.99,C,Taper Lock,200.0,HRC40-50,,,,,,,,,,,,,,,,,,,,,,Hardened Steel
